Nom	FreqN	SourceN	BigramN	Score_etym	ClSem_p	ClSem_h	ClSem_c	ClSem_a	Score_p	Score_h	Score_c	Score_a	SyllN	AccSyllN	AccZal	ClFlex	ClFlexZal	Genre	AllomV	AllomC	Segment	Adjectif	Context	FreqA	Radical	DPhoR	SuffDerA
бластер	120	autre	#б бл ла ас ст те ер р#	-2.244923570288071	0	0	c	0	0.3042068203433862	0.468483852713343	0.5132373037845153	0.353242072908368	2	ad	a	I	1	m	0	0	0	бластерный	"Алексей Иванов. Охота на «Большую Медведицу» (1990-1991)   [омонимия не снята]  Все примеры (1)
           ― завопила Милора, указывая на маэстро.  Бластерная струя ударилась о переборку.  Маэстро припустил, слыша за собой погоню.  [Алексей Иванов. Охота на «Большую Медведицу» (1990-1991)]  [омонимия не снята]  ←…→"	1	бластер	cDent	n
бленхейм	4	autre	#б бл ле ен нх хе ей йм м#	-0.1468232597600657	p	0	0	0	0.4288901690958873	0.2973400818209736	0.2686930696963588	0.2423194485471182	2	ad	a	I	1	m	0	0	0	бленхеймский	"Самуил Маршак. Письма (1950-1964)   [омонимия не снята]  Все примеры (1)
           Пожалуй, лучше всего остального у Вас «Бленхеймская битва».  [Самуил Маршак. Письма (1950-1964)]  [омонимия не снята]  ←…→"	1	бленхейм	cLab	sk
блестка	1317	slave	#б бл ле ес ст тк ка а#	3.3066155335604543	0	0	c	0	0.193437062647208	0.4094040214073521	0.6060530403438638	0.4626939301932664	2	ad	a	II	3	f	1	palat	0	блесточный	"Константин Большаков. Бегство пленных, или История страданий и гибели поручика Тенгинского пехотного полка Михаила Лермонтова (1928)   [омонимия не снята]  Все примеры (1)
           Из белого блесточного покрова навстречу ему вырывалась какая-то часть.  [Константин Большаков. Бегство пленных, или История страданий и гибели поручика Тенгинского пехотного полка Михаила Лермонтова (1928)]  [омонимия не снята]  ←…→"	1	блесточ	cAlv	n
блокатор	82	autre	#б бл ло ок ка ат то ор р#	-0.1651539584261353	0	0	c	0	0.1194932529014667	0.2453633308925064	0.5744435987149137	0.3861471087590654	3	ad	a	I	1	m	0	0	0	блокаторный	"Наталья Лозинская. Синтетический дизайн в реакции ароматических альдегидов с аммиаком (2003)   [омонимия не снята]  Все примеры (1)
           В этой связи возможность блокады глутамат-индуцированного входа кальция в нервные клетки экзогенными соединениями рассматривается как перспективный подход к поиску новых нейропротекторных препаратов.   Методика оценки кальций-блокаторных свойств соединений Взаимодействие соединений с системой глутамат-зависимого Ca2+-захвата исследовалось на P2-фракции синаптосом, выделенных из мозга новорожденных (9-10 дней) крыс при стимуляции захвата 200 мМ глутаминовой кислотой.  [Наталья Лозинская. Синтетический дизайн в реакции ароматических альдегидов с аммиаком (2003)]  [омонимия не снята]  ←…→"	1	блокатор	cDent	n
блонд	3	autre	#б бл ло он нд д#	-0.9560431609666196	0	0	0	a	0.2270884171588586	0.406685728199749	0.5731285222689282	0.4410304102603141	1	d	a	I	1	m	0	0	0	блондный	"И. Северянин. В госпитале (1911)   [омонимия не снята]  Все примеры (1)
           В незабудковом вуальном платье,  С белорозой в блондных волосах,  Навещаешь ты в седьмой палате Юношу, побитого в горах…  [И. Северянин. В госпитале (1911)]  [омонимия не снята]  ←…→"	1	блонд	cDent	n
блондин	1937	autre	#б бл ло он нд ди ин н#	-2.324259414098425	0	h	0	0	0.207806571870518	0.4240134546973382	0.4041434840982198	0.3000886578723064	2	d	a	I	1	m	0	0	0	блондиновый	"И. И. Лажечников. Ледяной дом (1835)   [омонимия не снята]  Все примеры (1)
           Маленький доктор, в блондиновом паричке и с двумя крылышками за плечами, попав раз к таким пациентам, то и дело посещает их и каждый раз, очинивши исправно свое перо, пишет на сигнатурке: repetatur, прибавить того, усилить сего.  [И. И. Лажечников. Ледяной дом (1835)]  [омонимия не снята]  ←…→"	1	блондин	cDent	Ov
блэкпул	111	autre	#б бл лэ эк кп пу ул л#	-0.4037573857091719	p	0	0	0	0.7328800241062694	0.3240714321500159	0.2520883152862387	0.3310946217439151	2	ad	a	I	1	m	0	mouil	0	блэкпульский	"Лариса Беляева. Биг Бен объявлен самой любимой достопримечательностью Великобритании // РИА Новости, 2008.04.09   [омонимия не снята]  Все примеры (1)
           В десятку самых любимых английских достопримечательностей включены также Блэкпульская башня на западном побережье страны и Эдинбургский замок, расположенный на скале в центре столицы Шотландии.  [Лариса Беляева. Биг Бен объявлен самой любимой достопримечательностью Великобритании // РИА Новости, 2008.04.09]  [омонимия не снята]  ←…→"	1	блэкпул	cDent	sk
блюдо	16910	slave	#б бл лю юд до о#	0.6777164277470493	0	0	c	0	0.1672112801323935	0.4122407232179083	0.7136663250718532	0.4496368179461686	2	ad	a	I	1	n	0	0	0	блюдный	"Б. Л. Пастернак. Станция [Уральские стихи, 1] (1919)   [омонимия не снята]  Все примеры (1)
           В час его прохода столь На песке перронном людно,  Что глядеть с площадок боль,  Как на блеск глазури блюдной.  [Б. Л. Пастернак. Станция [Уральские стихи, 1] (1919)]  [омонимия не снята]  ←…→"	1	блюд	cDent	n
бляха	933	autre	#б бл ля ях ха а#	1.6311898895203891	0	0	c	0	0.1557546273413421	0.2909313358599862	0.5423250456245795	0.3774476105765875	2	ad	a	II	3	f	0	palat	0	бляшный	"А. Ф. Писемский. Самоуправцы (1867)   [омонимия не снята]  Все примеры (1)
           Вели заложить мою крашеную сибирскую кибитку, запречь тройку вяток, надеть бляшную сбрую; Петру велеть одеться в нарядную кучерскую одежду и ехать за исправником…  [А. Ф. Писемский. Самоуправцы (1867)]  [омонимия не снята]  ←…→"	1	бляш	cAlv	n
бодибилдер	141	autre	#б бо од ди иб би ил лд де ер р#	-2.2969532550804552	0	h	0	0	0.2311227032004999	0.5118072978351593	0.256113058865222	0.384063576311299	4	ad	a	I	1	m	0	0	0	бодибилдерский	"Константин Бойцов. Биатлон. Масс-срыв. Последний кубковый этап перед чемпионатом мира стал самым неудачным для сборной России // Советский спорт, 2007.01.22   [омонимия не снята]  Все примеры (1)
           Глядя на поистине бодибилдерские руки шведки, многие наблюдатели, ручаюсь, поймали себя на мысли: как женственная Моисеева может конкурировать с эдакой махиной.  [Константин Бойцов. Биатлон. Масс-срыв. Последний кубковый этап перед чемпионатом мира стал самым неудачным для сборной России // Советский спорт, 2007.01.22]  [омонимия не снята]  ←…→"	1	бодибилдер	cDent	sk
бодибилдинг	305	autre	#б бо од ди иб би ил лд ди ин нг г#	-1.962490780625781	0	0	0	a	0.2003322303194458	0.3603761672728635	0.271323802440516	0.5165848044582884	4	ad	a	I	3	m	0	0	0	бодибилдинговый	"Ольга Некрасова. Платит последний (2000)   [омонимия не снята]  Все примеры (1)
            ― Шейпинг, бодибилдинг, массаж, ― изобразила нечто вроде бодибилдингового па журналистка.  [Ольга Некрасова. Платит последний (2000)]  [омонимия не снята]  ←…→"	1	бодибилдинг	cVel	Ov
болтон	1026	autre	#б бо ол лт то он н#	-1.2600683232356826	p	0	0	0	0.6399747813925047	0.3897552062568499	0.2146251962378964	0.2843966176560649	2	ad	a	I	1	m	0	0	0	болтонский	"М. В. Барро. Маколей. Его жизнь и литературная деятельность (1894)   [омонимия не снята]  Все примеры (1)
           ― Хлебные законы.  ― Болтонские беспорядки.  ― Доктор Бирней и хирург Польтон.  [М. В. Барро. Маколей. Его жизнь и литературная деятельность (1894)]  [омонимия не снята]  ←…→"	1	болтон	cDent	sk
бонапарт	1898	autre	#б бо он на ап па ар рт т#	-2.222111232374692	p	0	0	0	0.4789526085604716	0.4602347258611452	0.3286036357433739	0.2945066361611103	3	d	a	I	1	m	0	0	0	бонапартский	"В. Чичеров, В. Крупянская. 1812 год в народном творчестве // «Народное творчество», 1937   [омонимия не снята]  Все примеры (1)
           Тут французская армеюпжа очень потревожилась,  Бонапартские знаменушки назад воротилися13.  [В. Чичеров, В. Крупянская. 1812 год в народном творчестве // «Народное творчество», 1937]  [омонимия не снята]  ←…→"	1	бонапарт	cDent	sk
браззавиль	40	autre	#б бр ра аз зз за ав ви ил ль ь#	-0.380839838622773	p	0	0	0	0.6084277067542303	0.2856365940537363	0.2359911351530312	0.1759739161666072	3	d	a	I	2	m	0	0	0	браззавильский	"Виктор Пелевин. Generation «П» (1999)   [омонимия не снята]  Все примеры (1)
           Случившееся было частью всемирного процесса, отраженного во множестве книг (достаточно вспомнить «Ожидание обезьян» Андрея Битова или «Браззавильский пляж» Вильяма Бойда).  [Виктор Пелевин. Generation «П» (1999)]  [омонимия не снята]  ←…→"	1	браззавил	cDent	sk
брандвахта	79	autre	#б бр ра ан нд дв ва ах хт та а#	0.2971482836801304	0	0	c	0	0.4898242873202648	0.3235587448978423	0.552628635323394	0.4180212289926987	3	ad	a	II	1	f	0	0	0	брандвахтный	"Война (1914.11.08) // «Новое время», 1914   [омонимия не снята]  Все примеры (1)
           Тем не менее занимавшая брандвахтный пост в гавани канонерская лодка «Кубанец», не получив с вошедших миноносцев опознательного сигнала, немедленно открыла по ним огонь.  [Война (1914.11.08) // «Новое время», 1914]  [омонимия не снята]  ←…→"	1	брандвахт	cDent	n
брандмауэр	134	autre	#б бр ра ан нд дм ма ау уэ эр р#	-2.4078209986531243	0	0	c	0	0.1542265402960441	0.29737483869177	0.4401623351647455	0.3791280861678801	4	aad	a	I	1	m	0	0	0	брандмауэрный	"Юрий Давыдов. Синие тюльпаны (1988-1989)   [омонимия снята]  Все примеры (1)
           Башуцкий подчинился ласковому зову Природы, и это понятно каждому, чей взор истомлён брандмауэрной стеной и дворовой помойкой, а грудь, полную миазмов Города, надрывает табачный кашель.  [Юрий Давыдов. Синие тюльпаны (1988-1989)]  [омонимия снята]  ←…→"	1	брандмауэр	cDent	n
брасс	613	autre	#б бр ра ас сс с#	-0.3549711143023507	0	0	0	a	0.2362025159914288	0.2923739235529862	0.2531072181415391	0.5086508599671468	1	d	a	I	1	m	0	0	0	брассовый	"Олег Лисогор: «Что толку мечтать? Работать надо!» (2002) // «Известия», 2002.04.02   [омонимия снята]  Все примеры (1)
            ― Буду стартовать всю брассовую программу ― это дистанции 50, 100 и 200 м. Также, возможно, выступлю в комбинированной эстафете.  [Олег Лисогор: «Что толку мечтать? Работать надо!» (2002) // «Известия», 2002.04.02]  [омонимия снята]  ←…→"	1	брасс	cDent	Ov
браунау	44	autre	#б бр ра ау ун на ау у#	-0.1932831878112694	p	0	0	0	0.6231852627488955	0.3057665715696172	0.3116024882672639	0.2837935749138308	4	aaad	0	I	0	m	0	0	0	браунауский	"Кондратий Биркин (П. П. Каратыгин). Временщики и фаворитки XVI, XVII и XVIII столетий. Книга третья (1871)   [омонимия не снята]  Все примеры (1)
           Выведенные из терпения негодным учеником, профессора предложили его родным взять Валленштейна из университета, и он, не кончив курса, поступил в пажи к Карлу, маркграфу Браунаускому, брату эрцгерцога (впоследствии императора) Фердинанда.  [Кондратий Биркин (П. П. Каратыгин). Временщики и фаворитки XVI, XVII и XVIII столетий. Книга третья (1871)]  [омонимия не снята]  ←…→"	1	браунау	Vow	sk
бреслау	183	autre	#б бр ре ес сл ла ау у#	-0.0312562118566594	p	0	0	0	0.7106624801210308	0.3121121121422387	0.238333074185239	0.2415368305675522	3	ad	0	I	0	m	0	0	0	бреслауский	"Н. С. Трубецкой. Письма Р. О. Якобсону (1920-1938)   [омонимия не снята]  Все примеры (1)
           -европ. история будут преобразованы и развиты, что будет создан большой институт вроде Бреслауского.  [Н. С. Трубецкой. Письма Р. О. Якобсону (1920-1938)]  [омонимия не снята]  ←…→"	1	бреслау	Vow	sk
бриансон	7	autre	#б бр ри иа ан нс со он н#	-2.607935762242717	p	0	0	0	0.6255292643804286	0.3040988596264428	0.2479870684740494	0.1863711271926968	3	d	a	I	1	m	0	0	0	бриансонский	"В. Ф. Зуев. Извлечения из учебника «Начертание естественной истории» (1785)   [омонимия не снята]  Все примеры (1)
           Сверх сих ― терпентина и камеди ― садится на дереве во время наибольшей его сочности изнутри выпячивающие белые мелкие крупинки, кои собирают в аптеки под имянем бриансонской манны, употребляемой в лекарства, и которая по восхождении солнца на дереве исчезает сама собою.  [В. Ф. Зуев. Извлечения из учебника «Начертание естественной истории» (1785)]  [омонимия не снята]  ←…→"	1	бриансон	cDent	sk
бригантина	373	autre	#б бр ри иг га ан нт ти ин на а#	-1.101613163235824	0	0	c	0	0.4275664894782051	0.4267656515392516	0.6279870403604756	0.3670724570238612	4	ad	a	II	1	f	0	0	0	бригантинный	"Борис Рогинский. Через трепетный туман // «Звезда», 2001   [омонимия не снята]  Все примеры (1)
           После Роальда Мандельштама литературная и фольклорная судьба бригантинной романтики, казалось бы, разошлись навсегда.  [Борис Рогинский. Через трепетный туман // «Звезда», 2001]  [омонимия не снята]  ←…→"	1	бригантин	cDent	n
бритье	883	slave	#б бр ри ит ть ье е#	0.9012569334641412	0	0	0	a	0.1405090683952253	0.2765047305480665	0.5232286109764187	0.4276855576882138	2	d	b	I	6	n	1	0	0	бритьевой	"К. С. Петров-Водкин. Моя повесть. Часть 2. Пространство Эвклида (1932)   [омонимия не снята]  Все примеры (1)
           К лицу моего бреющего приделан был цилиндр, фигура была одета в пальто, руки опущены, а мои руки бритьевого акта виднелись сквозь начавший выцветать фон, и четверорукое чудо возникало на жести вывески.  [К. С. Петров-Водкин. Моя повесть. Часть 2. Пространство Эвклида (1932)]  [омонимия не снята]  ←…→"	1	бритьj	cAlv	Ov
бронировка	18	slave	#б бр ро он ни ир ро ов вк ка а#	2.9940713453179306	0	0	0	a	0.2130495550888461	0.2505729864442952	0.4787370244901059	0.4195176188164935	4	ad	a	II	3	f	1	palat	0	бронировочный	"Ф. Патрунов. Свет над городом // «Наука и жизнь», 2008   [омонимия не снята]  Все примеры (1)
           Тогда там, в 5-6 километрах отсюда, были фашисты, которые, как только замечали оживление на «Севкабеле», открывали прицельный огонь.   ― Вы хотите увидеть бронировочный стан 1444?  Сейчас найдём экскурсовода, ― сказал мне мастер цеха силовых кабелей.  [Ф. Патрунов. Свет над городом // «Наука и жизнь», 2008]  [омонимия не снята]  ←…→"	1	бронировоч	cAlv	n
бронкс	125	autre	#б бр ро он нк кс с#	-1.3116872311528691	p	0	0	0	0.6185785740020904	0.2549351921669448	0.3236696048817389	0.2486815199374918	1	d	a	I	1	m	0	0	0	бронксовый	"В. В. Набоков. Лолита (1967)   [омонимия не снята]  Все примеры (1)
           После того что сердитая Ло, испустив так называемое «Бронксовое ура» (толстый звук тошного отвращения), удалилась, я по инерции продолжал пребывать на веранде, между тем как Гейзиха выкуривала десятую за вечер папиросу и жаловалась на Ло.  [В. В. Набоков. Лолита (1967)]  [омонимия не снята]  ←…→"	1	бронкс	cDent	Ov
брошь	709	autre	#б бр ро ош шь ь#	-0.2031875147808139	0	0	c	0	0.2734647281160278	0.368857436213225	0.6148508169099733	0.3513818348526022	1	d	a	III	8	f	0	0	0	брошный	"Софья Широкова. Писатель Владимир Сорокин: Мой 'День опричника' - это купание авторского красного коня' // Известия, 2006.08.25   [омонимия не снята]  Все примеры (1)
           — Голубь, книги должны быть только деловые: по плотницкому делу, по печному, по строительному, по электрическому, по корабельному, по механическому, по ткацкому, по шацкому, по прейному, по литейному, по трошному да брошному, по кирпичному да по пластичному.  [Софья Широкова. Писатель Владимир Сорокин: Мой 'День опричника' - это купание авторского красного коня' // Известия, 2006.08.25]  [омонимия не снята]  ←…→"	1	брош	cAlv	n
брунель	2	autre	#б бр ру ун не ел ль ь#	-0.378843787491917	p	0	0	0	0.4435614116751828	0.2501348134472851	0.2734466857386164	0.2212612395627214	2	d	a	I	2	m	0	0	0	брунельский	"Алексей Андреев. С широко закрытыми губами (2004) // «Парадокс», 2004.05.01   [омонимия не снята]  Все примеры (1)
           Или с хлебом, на котором выжигает прогноз погоды тостер, придуманный в Брунельском университете (Великобритания).  [Алексей Андреев. С широко закрытыми губами (2004) // «Парадокс», 2004.05.01]  [омонимия не снята]  ←…→"	1	брунел	cDent	sk
брусок	1199	slave	#б бр ру ус со ок к#	0.8988915861498217	0	0	c	0	0.1797839394884026	0.3163916095971137	0.6288333745086455	0.4892135288298022	2	d	b	I	3	m	1	palat	0	брусочный	"Асар Эппель. Помазанник и Вера (1990-2000)   [омонимия не снята]  Все примеры (1)
           Трясясь своей косиной, проскребывая разлохмаченным торцом бруска по квадрату площадочки, дверь эта плохо входила в свою скособоченную брусочную же коробку.  [Асар Эппель. Помазанник и Вера (1990-2000)]  [омонимия не снята]  ←…→"	1	брусоч	cAlv	n
брут	804	autre	#б бр ру ут т#	-0.8230752350156594	p	0	0	0	0.4842481139503374	0.4498945571405368	0.2969603404177391	0.298972701458328	1	d	a	I	1	m	0	0	0	брутский	"А. О. Осипович (Новодворский). Накануне ликвидации (1880)   [омонимия не снята]  Все примеры (1)
           Еще бы!»  И такие брутские выражения, что беда!  У них не было сыновей…  [А. О. Осипович (Новодворский). Накануне ликвидации (1880)]  [омонимия не снята]  ←…→"	1	брут	cDent	sk
брызги	3343	slave	#б бр ры ыз зг ги и#	-0.1171867579212873	0	0	c	0	0.1957358763075243	0.3129206948759311	0.567369832697909	0.456858767808353	2	ad	a	III	3	f	0	mouil	0	брызговой	"Ярослав Сотников. Покоряя белую воду // «Зеркало мира», 2012   [омонимия не снята]  Все примеры (1)
           От водяных брызг и холодного воздуха помогают разнообразные «брызговые» сплавные куртки.  [Ярослав Сотников. Покоряя белую воду // «Зеркало мира», 2012]  [омонимия не снята]  ←…→"	1	брызг	cVel	Ov
буйвол	1066	slave	#б бу уй йв во ол л#	0.4614258883442779	0	h	0	0	0.2663865264527619	0.646478768856271	0.4685589126681462	0.3251924447959742	2	ad	a	I	1	m	0	mouil	0	буйвольный	"А. В. Суворов. Письма (1787-1800)   [омонимия не снята]  Все примеры (1)
           С кофеем пьем буйвольное и овечье молоко.  [А. В. Суворов. Письма (1787-1800)]  [омонимия не снята]  ←…→"	1	буйвол	cDent	n
буклет	1117	autre	#б бу ук кл ле ет т#	-0.8994637175954752	0	0	c	0	0.1945290134567812	0.2220197862438623	0.4925953082240865	0.3586620432891692	2	d	a	I	1	m	0	0	0	буклетный	"Финны порубят русские березки // РБК Daily, 2005.09.29   [омонимия не снята]  Все примеры (1)
           По его расчетам, за последние четыре года иностранные компании 27 раз заявляли о намерениях строить в России производство, но за рамки буклетных обещаний дело так и не пошло.  [Финны порубят русские березки // РБК Daily, 2005.09.29]  [омонимия не снята]  ←…→"	1	буклет	cDent	n
бульдог	912	autre	#б бу ул ль ьд до ог г#	-1.0675273542177293	0	h	0	0	0.2816001844911574	0.6820793241683953	0.3288454875821127	0.2839742222146065	2	d	a	I	3	m	0	0	0	бульдоговый	"Михаил Молюков. Кто самый ушастый // «Трамвай», 1990   [омонимия не снята]  Все примеры (1)
           ― Вот у меня и у некоторых других бульдоговых летучих мышей уши срослись в жесткий киль ― «руль высоты».  [Михаил Молюков. Кто самый ушастый // «Трамвай», 1990]  [омонимия не снята]  ←…→"	1	бульдог	cVel	Ov
бургдорф	6	autre	#б бу ур рг гд до ор рф ф#	-0.5858194318096764	p	0	0	0	0.5487093708037928	0.2816131693805299	0.1967171573403677	0.1853658190085509	2	d	a	I	1	m	0	0	0	бургдорфский	"М. Шабаева (ред.). История педагогики (1981)   [омонимия не снята]  Все примеры (1)
           Придавая огромное значение семейному воспитанию, Песталоцци составил совместно с одним из сотрудников Бургдорфского института специальное пособие «Книгу матерей, или Руководство для матерей, как им научить своих детей наблюдать и говорить».  [М. Шабаева (ред.). История педагогики (1981)]  [омонимия не снята]  ←…→"	1	бургдорф	cLab	sk
буржуйка	653	autre	#б бу ур рж жу уй йк ка а#	2.751678259650398	0	0	c	0	0.1801143257830322	0.2404494244212499	0.5287958611873765	0.3131880201169595	3	ad	a	II	3	f	1	palat	0	буржуечной	"Александр Болдырев. Осадная запись (блокадный дневник) (1941-1948)   [омонимия не снята]  Все примеры (1)
           Все покрыто густо-густо буржуечной копотью и грязью.  [Александр Болдырев. Осадная запись (блокадный дневник) (1941-1948)]  [омонимия не снята]  ←…→"	1	буржуеч	cAlv	n
бурнус	354	autre	#б бу ур рн ну ус с#	-0.4946798636410499	0	0	c	0	0.3232531247537981	0.4109088759413589	0.5999511485628446	0.412704899350219	2	d	a	I	1	m	0	0	0	бурнусный	"неизвестный. Вести (1907.04.24) // «Русское слово», 1907   [омонимия не снята]  Все примеры (1)
           Она назвалась Кривовой и заявила, что служит машинистом в бурнусном заведении Холковской.  [неизвестный. Вести (1907.04.24) // «Русское слово», 1907]  [омонимия не снята]  ←…→"	1	бурнус	cDent	n
бутилен	139	autre	#б бу ут ти ил ле ен н#	-0.400456139078477	0	0	c	0	0.2052814383023805	0.2476394102540201	0.6689225664070122	0.4466734707833016	3	d	a	I	1	m	0	0	0	бутиленовый	"Ф. Перельман. Рубидий // «Химия и жизнь», 1965   [омонимия не снята]  Все примеры (1)
           Исходными продуктами служили: в первом случае водяной газ, во втором ― этилбензол и бутиленовая фракция нефти.  [Ф. Перельман. Рубидий // «Химия и жизнь», 1965]  [омонимия не снята]  ←…→"	1	бутилен	cDent	Ov
бхагават	50	autre	#б бх ха аг га ав ва ат т#	-1.5795675692154705	p	0	0	0	0.4686047020746497	0.3451723881415589	0.352275284008137	0.3338133259901271	3	d	a	I	1	m	0	0	0	бхагаватский	"Василий Аксенов. Негатив положительного героя (1996)   [омонимия не снята]  Все примеры (1)
           Скольжение бхагаватской ладьи, то есть корабля мира, вниз по Волге очистит этот водный поток от миазмов рухнувшего коммунизма.  [Василий Аксенов. Негатив положительного героя (1996)]  [омонимия не снята]  ←…→"	1	бхагават	cDent	sk
быдло	766	slave	#б бы ыд дл ло о#	0.7460166402083881	0	0	0	a	0.1681202325532461	0.5513975569552882	0.3863300561187081	0.422143927353234	2	ad	a	I	1	n	0	0	0	быдловой	"Виктор Астафьев. Прокляты и убиты. Книга первая. Чертова яма (1995)   [омонимия не снята]  Все примеры (1)
           не погасило ли в ней быдловое существование свет добра, справедливости, достоинства, уважения к ближнему своему, к тому, что было, что есть в человеке от матери, от отца, от дома родного, от родины, России, наконец, заложено, передано, наследством завещано?  [Виктор Астафьев. Прокляты и убиты. Книга первая. Чертова яма (1995)]  [омонимия не снята]  ←…→"	1	быдл	cDent	Ov
бьюмонт	89	autre	#б бь ью юм мо он нт т#	-2.309293708890507	p	0	0	0	0.3691659109716404	0.3288945842391316	0.1834484463515891	0.2382899077344114	2	d	a	I	1	m	0	0	0	бьюмонтский	"Н. Г. Чернышевский. Что делать? (1863)   [омонимия не снята]  Все примеры (1)
           А в остальное время года старик, кроме того, что принимает по утрам дочь и зятя (который так и остается северо-американцем), часто, каждую неделю и чаще, имеет наслаждение принимать у себя гостей, приезжающих на вечер с Катериною Васильевною и ее мужем, ― иногда только Кирсановых, с несколькими молодыми людьми, ― иногда общество более многочисленное: завод служит обыкновенною целью частых загородных прогулок кирсановского и бьюмонтского кружка. [Н. Г. Чернышевский. Что делать? (1863)]  [омонимия не снята]  ←…→"	1	бьюмонт	cDent	sk
бэйлор	7	autre	#б бэ эй йл ло ор р#	-1.0732103190623126	p	0	0	0	0.5308370844595848	0.2352444125386514	0.2237005143180746	0.2664233642883303	2	ad	a	I	1	m	0	0	0	бэйлорский	"Новости науки // «Знание-сила», 2013   [омонимия не снята]  Все примеры (1)
           Группа американских археологов из Бэйлорского университета обнаружила в Кении следы человеческой охоты, относящиеся к периоду около двух миллионов лет до новой эры.  [Новости науки // «Знание-сила», 2013]  [омонимия не снята]  ←…→"	1	бэйлор	cDent	sk
бэкграунд	142	autre	#б бэ эк кг гр ра ау ун нд д#	-0.9497134936082704	0	0	0	a	0.1735044387418221	0.2518583069666796	0.3037999875316905	0.3692308790477487	3	ad	a	I	1	m	0	0	0	бэкграундный	"Комиссия МОК сочла реалистичными планы Москвы по подготовке к Олимпиаде // Известия, 2007.12.24   [омонимия не снята]  Все примеры (1)
           Вместе с тем, оценка проекта была затруднена, ввиду нехватки ""бэкграундной информации"" и ""детального планирования"".  [Комиссия МОК сочла реалистичными планы Москвы по подготовке к Олимпиаде // Известия, 2007.12.24]  [омонимия не снята]  ←…→"	1	бэкграунд	cDent	n
бюллетень	6353	autre	#б бю юл лл ле ет те ен нь ь#	0.3617539748823319	0	0	c	0	0.1460119480266193	0.2454599864049579	0.47302415546672	0.334227987400601	3	d	a	I	2	m	0	0	0	бюллетеневой	"С. Д. Кржижановский. Материалы к биографии Горгиса Катафалаки (1929)   [омонимия не снята]  Все примеры (1)
           Выйдя наружу без пальто, в легких полутуфлях, со шляпой в руке и лицом, поставленным под бюллетеневое солнце, он сразу же попал под холодные захлесты ливня, с градом вперемешку.  [С. Д. Кржижановский. Материалы к биографии Горгиса Катафалаки (1929)]  [омонимия не снята]  ←…→"	1	бюллетен	cDent	Ov
бюрократ	2335	autre	#б бю юр ро ок кр ра ат т#	-1.4426170626653405	0	h	0	0	0.2254096781428071	0.5557060649824767	0.2715077087088344	0.3979492952955387	3	d	a	I	1	m	0	0	0	бюрократский	"С. Г. Нечаев. Катехизис революционера (1869)   [омонимия не снята]  Все примеры (1)
           Революционеры должны проникнуть всюду, во все слои высшия и средние, в купеческую лавку, в церковь, в барский дом, в мир бюрократский, военный, в литературу, в третье отделение и даже в зимний дворец.  [С. Г. Нечаев. Катехизис революционера (1869)]  [омонимия не снята]  ←…→"	1	бюрократ	cDent	sk
вагонетка	499	autre	#в ва аг го он не ет тк ка а#	2.840980073563524	0	0	c	0	0.2032879655695201	0.3440394873940622	0.5866163365845326	0.353241218548076	4	ad	a	II	3	f	1	palat	0	вагонеточный	"Черкашин Николай. ПОДВОДНЫЕ ЛОДКИ УХОДЯТ ПОД ЗЕМЛЮ // Труд-7, 2000.08.15   [омонимия не снята]  Все примеры (1)
           Из темноты возникали огромные залы-перекрестки, где на поворотных крестовинах вагонеточные составы направлялись в боковые штреки-коридоры.  [Черкашин Николай. ПОДВОДНЫЕ ЛОДКИ УХОДЯТ ПОД ЗЕМЛЮ // Труд-7, 2000.08.15]  [омонимия не снята]  ←…→"	1	вагонеточ	cAlv	n
вагранка	103	autre	#в ва аг гр ра ан нк ка а#	2.9885213779794406	0	0	c	0	0.2023859241345621	0.312417572039799	0.5634434137095286	0.3772770224305518	3	ad	a	II	3	f	1	0	supp	вагранный	"М. П. Герасимов. «Прильнул гудок моей сирены...» (1919)   [омонимия не снята]  Все примеры (1)
           Прильнул гудок моей сирены К твоим глазам, твоим устам,  Плеснул вагранный кубок пеной Из огнеликого куста.  [М. П. Герасимов. «Прильнул гудок моей сирены...» (1919)]  [омонимия не снята]  ←…→"	1	вагран	cDent	n
вакар	43	autre	#в ва ак ка ар р#	0.0580317140053192	p	0	0	0	0.3905139868735913	0.2430083433476487	0.2167682702675483	0.2054243016013002	2	d	a	I	1	m	0	0	0	вакарский	"И. Е. Тамм. Из писем (1918-1922)   [омонимия не снята]  Все примеры (1)
           Ты знаешь, что нашу вакарскую компанию серьезно сживают с завода.  [И. Е. Тамм. Из писем (1918-1922)]  [омонимия не снята]  ←…→"	1	вакар	cDent	sk
вакса	594	autre	#в ва ак кс са а#	1.678857796713405	0	0	c	0	0.2173524524660146	0.3738012321049946	0.579067289525916	0.4336394038567725	2	ad	a	II	1	f	0	0	ajout	ваксельный	"А. П. Чехов. Мелюзга (1884-1885)   [омонимия не снята]  Все примеры (1)
           Через две комнаты от дежурной швейцар Парамон чистил уже в третий раз свои парадные сапоги, и с такой энергией, что его плевки и шум ваксельной щетки были слышны во всех комнатах.  [А. П. Чехов. Мелюзга (1884-1885)]  [омонимия не снята]  ←…→"	1	ваксел	cDent	n
