Nom	FreqN	SourceN	BigramN	Score_etym	ClSem_p	ClSem_h	ClSem_c	ClSem_a	Score_p	Score_h	Score_c	Score_a	SyllN	AccSyllN	AccZal	ClFlex	ClFlexZal	Genre	AllomV	AllomC	Segment	Adjectif	Context	FreqA	Radical	DPhoR	SuffDerA
кесарь	1250	autre	#к ке ес са ар рь ь#	-1.3833178056176507	0	h	0	0	0.4250429952915987	0.5178697778414373	0.3130341048043116	0.3386625587853329	2	ad	a	I	2	m	0	mouil	0	кесарский		16	кесар	cDent	sk
криолит	36	autre	#к кр ри ио ол ли ит т#	-3.338084285803553	0	0	c	0					3	d	a	I	1	m	0	0	0	криолитовый		16	криолит	cDent	Ov
лазурит	193	autre	#л ла аз зу ур ри ит т#	-2.0844866202473056	0	0	c	0	0.3276489482215621	0.34007428583398	0.6706202065788691	0.3546977698033556	3	d	a	I	1	m	0	0	0	лазуритовый		16	лазурит	cDent	Ov
лыко	1361	slave	#л лы ык ко о#	0.0685180610064725	0	0	c	0	0.1766118953760658	0.2985329231691821	0.4996278637651841	0.3454801563961878	2	ad	a	I	3	n	0	palat	0	лычный		16	лыч	cAlv	n
мозаика	2343	autre	#м мо оз за аи ик ка а#	2.6926720092934127	0	0	c	0	0.2973646085718786	0.299211256448866	0.645853112998584	0.4682804502361981	4	aad	a	II	3	f	0	0	0	мозаиковый		16	мозаик	cVel	Ov
никотин	781	autre	#н ни ик ко от ти ин н#	-0.7559896674714517	0	0	c	0	0.1566042469858889	0.283122678437914	0.5966998151526768	0.3974081241189459	3	d	a	I	1	m	0	0	0	никотинный		16	никотин	cDent	n
нитрил	60	autre	#н ни ит тр ри ил л#	-0.5835606329388301	0	0	c	0	0.1835368529285014	0.209790373071125	0.7442285565259497	0.4370302589129082	2	d	a	I	1	m	0	mouil	0	нитрильный		16	нитрил	cDent	n
офит	33	autre	#о оф фи ит т#	-1.0709490434584348	0	0	c	0					2	d	a	I	1	m	0	0	0	офитовый		16	офит	cDent	Ov
санитар	3137	autre	#с са ан ни ит та ар р#	-1.750483063019492	0	h	0	0	0.2620305676290324	0.5963444440700025	0.4433570953671764	0.3149507504135801	3	d	a	I	1	m	0	0	0	санитарский		16	санитар	cDent	sk
фактор	36406	autre	#ф фа ак кт то ор р#	-2.79246741694508	0	0	0	a	0.1482587771211315	0.3081590959576277	0.4777383004847849	0.5195687631655966	2	ad	a	I	1	m	0	0	0	факторский		16	фактор	cDent	sk
форум	27982	autre	#ф фо ор ру ум м#	-1.5591867899461178	0	0	c	0	0.2827832279577731	0.2492690395527587	0.4302331189192764	0.4171500132530303	2	ad	a	I	1	m	0	0	0	форумный		16	форум	cLab	n
цепочка	10202	slave	#ц це еп по оч чк ка а#	4.681159741741353	0	0	c	0	0.1391240838702167	0.2894531869884164	0.5732023492595586	0.4107787282229821	3	ad	a	II	3	f	1	0	supp	цепочный		16	цепоч	cAlv	n
шпагат	722	autre	#ш шп па аг га ат т#	-1.6323590665113752	0	0	0	a	0.1351129150878755	0.3120648358631074	0.6134534140933983	0.4444426452411553	2	d	a	I	1	m	0	0	0	шпагатный		16	шпагат	cDent	n
аул	2282	autre	#а ау ул л#	-1.3419329481634803	0	0	c	0	0.5529588172056672	0.5023913472653292	0.5882232862847866	0.2811073080547179	2	d	a	I	1	m	0	mouil	0	аульский		15	аул	cDent	sk
бурлеск	100	autre	#б бу ур рл ле ес ск к#	0.788966976400136	0	0	0	a	0.3866730066895862	0.399456853332952	0.4067370450253117	0.5388644738123289	2	d	a	I	3	m	0	0	0	бурлескный		15	бурлеск	cVel	n
диаспора	3426	autre	#д ди иа ас сп по ор ра а#	1.8462471381813068	0	0	0	a	0.2808604669049799	0.4325906267371682	0.26500539950503	0.4036788258080296	4	aad	a	II	1	f	0	0	0	диаспорный		15	диаспор	cDent	n
интернет	1555	autre	#и ин нт те ер рн не ет т#	-3.496355091250409	0	0	0	0					3	d	a	I	1	m	0	0	0	интернетский		15	интернет	cDent	sk
ионит	59	autre	#и ио он ни ит т#	-1.6292437032812326	0	0	c	0	0.16715599111502	0.2380151836807213	0.6303352055062664	0.4329387320329038	3	d	a	I	1	m	0	0	0	ионитный		15	ионит	cDent	n
йогурт	1625	autre	#й йо ог гу ур рт т#	-1.2560469221395163	0	0	c	0	0.2276232402854163	0.3885406192462393	0.6442201309110648	0.4904526641908567	2	ad	a	I	1	m	0	0	0	йогуртовый		15	йогурт	cDent	Ov
канава	4056	autre	#к ка ан на ав ва а#	2.199448990598408	0	0	c	0	0.2605202106237512	0.3045214668293913	0.6257922285294286	0.3807868649471143	3	ad	a	II	1	f	0	0	0	канавный		15	канав	cLab	n
канифас	30	autre	#к ка ан ни иф фа ас с#	0.4932197714228072	0	0	c	0					3	d	a	I	1	m	0	0	0	канифасовый		15	канифас	cDent	Ov
кнут	5342	autre	#к кн ну ут т#	-1.459325378888011	0	0	c	0	0.2276188928120192	0.36170783996869	0.5294091308243217	0.3255055728119785	1	d	b	I	1	m	0	0	0	кнутовый		15	кнут	cDent	Ov
комиссионер	740	autre	#к ко ом ми ис сс си ио он не ер р#	-4.55116469654424	0	h	0	0	0.2621752942737863	0.5278722932585177	0.3795014065314553	0.3558600148527919	5	d	a	I	1	m	0	0	0	комиссионерский		15	комиссионер	cDent	sk
пигмей	428	autre	#п пи иг гм ме ей й#	0.5062368075431474	p	0	0	0					2	d	a	I	6	m	0	0	0	пигмейский		15	пигмеj	cAlv	sk
саксофон	1555	autre	#с са ак кс со оф фо он н#	-1.4914254045153972	0	0	c	0	0.256354485071506	0.2812146560222064	0.7267301423422543	0.5299549424397494	3	d	a	I	1	m	0	0	0	саксофонный		15	саксофон	cDent	n
фараон	2390	autre	#ф фа ар ра ао он н#	-2.8667763243946727	0	h	0	0	0.5990959652388721	0.5566109487564138	0.3311991117183538	0.3288020370711088	3	d	a	I	1	m	0	0	0	фараонской		15	фараон	cDent	sk
фурнитура	384	autre	#ф фу ур рн ни ит ту ур ра а#	0.6022984698229275	0	0	0	a	0.1708872142692791	0.3187747409633124	0.5509270872109641	0.4725576904581626	4	ad	a	II	1	f	0	0	0	фурнитурный		15	фурнитур	cDent	n
шабаш	1491	autre	#ш ша аб ба аш ш#	-0.3130249802201342	0	0	0	a					2	ad	a	I	4	m	0	0	0	шабашный		15	шабаш	cAlv	n
штандарт	932	autre	#ш шт та ан нд да ар рт т#	-2.9860382788267983	p	0	0	0	0.4020910367603633	0.3060097532450598	0.449264075277698	0.2878652439753068	2	d	a	I	1	m	0	0	0	штандартный		15	штандарт	cDent	n
эстет	1019	autre	#э эс ст те ет т#	-2.005985649507205	0	h	0	0	0.3200055450561104	0.5717830449320722	0.3056034098930677	0.4503232152247651	2	d	a	I	1	m	0	0	0	эстетный		15	эстет	cDent	n
альбумин	587	autre	#а ал ль ьб бу ум ми ин н#	-3.459793020085917	0	0	c	0	0.1443900059877831	0.2915820668270019	0.6561390542277575	0.4749160788029571	3	d	a	I	1	m	0	0	0	альбуминный		14	альбумин	cDent	n
антрацит	324	autre	#а ан нт тр ра ац ци ит т#	-4.994738788544487	0	0	c	0	0.3539413410555116	0.286830777182027	0.5992000259304803	0.3434480798155092	3	d	a	I	1	m	0	0	0	антрацитный		14	антрацит	cDent	n
баланс	14262	autre	#б ба ал ла ан нс с#	-1.6913160390541202	0	0	0	a	0.1348520592491639	0.2506174411792029	0.3420132708648142	0.4532808682645125	2	d	a	I	1	m	0	0	0	балансный		14	баланс	cDent	n
бутафория	425	autre	#б бу ут та аф фо ор ри ия я#	-3.999648916182402	0	0	0	a	0.2385421916920403	0.3869658572833039	0.4498534387868506	0.4099327844377603	5	aad	a	II	7	f	0	mouil	supp	бутафорный		14	бутафор	cDent	n
клир	581	autre	#к кл ли ир р#	-2.154412627539776	0	0	0	a	0.325284659126417	0.4615276964363767	0.356743108384149	0.467379500956414	1	d	a	I	1	m	0	0	0	клирный		14	клир	cDent	n
коньяк	9918	autre	#к ко он нь ья як к#	-0.7843645276194033	0	0	c	0	0.2791203634236899	0.3900722540125084	0.6506607373769429	0.3761302120714511	2	d	b	I	3	m	0	0	0	коньякский		14	коньяк	cVel	sk
обсерватория	2794	autre	#о об бс се ер рв ва ат то ор ри ия я#	-3.68111754077896	0	0	c	0	0.3404917888263264	0.216346479701197	0.458834540947926	0.2508970057548244	6	aad	a	II	7	f	0	mouil	supp	обсерваторный		14	обсерватор	cDent	n
офсайд	976	autre	#о оф фс са ай йд д#	0.2750336506347937	0	0	0	a	0.2040744716007055	0.2865747883505518	0.2974107550812637	0.4060812457389873	2	d	a	I	1	m	0	0	0	офсайдный		14	офсайд	cDent	n
перлит	32	autre	#п пе ер рл ли ит т#	-1.9025307434360823	0	0	c	0	0.1681937319538347	0.2504987783075973	0.6402240409188095	0.4438279067987811	2	d	a	I	1	m	0	0	0	перлитовый		14	перлит	cDent	Ov
пляж	11872	autre	#п пл ля яж ж#	1.173464234209696	0	0	c	0	0.374810413792313	0.3615998597497962	0.5372197708657936	0.3644039999974616	1	d	a	I	4	m	0	0	0	пляжевый		14	пляж	cAlv	Ov
семечко	2838	slave	#с се ем ме еч чк ко о#	1.0546946787657825	0	0	0	0					3	aad	a	I	3	n	1	0	supp	семечной		14	семеч	cAlv	n
стартер	459	autre	#с ст та ар рт те ер р#	-3.0919030583682945	0	0	c	0	0.1685572026699028	0.3154519096412379	0.566965586669611	0.4029915558163859	2	ad	a	I	1	m	0	0	0	стартерный		14	стартер	cDent	n
терраса	5947	autre	#т те ер рр ра ас са а#	0.2261111405650731	0	0	c	0	0.3168977740576645	0.2440187424620604	0.6270556883280208	0.3736097658712728	3	ad	a	II	1	f	0	0	0	террасовый		14	террас	cDent	Ov
штаб	44814	autre	#ш шт та аб б#	-0.5928553533515687	0	0	c	0	0.331143490768086	0.4840508922488407	0.4645507585191648	0.3864138612344129	1	d	c	I	1	m	0	0	0	штабный		14	штаб	cLab	n
бастилия	649	autre	#б ба ас ст ти ил ли ия я#	-3.5862577605969626	p	0	0	0	0.4942373279271634	0.2973448008132359	0.3668469468492096	0.2918004973871969	4	aad	a	II	7	f	0	0	supp	бастильский		13	бастил	cDent	sk
белок	16177	slave	#б бе ел ло ок к#	0.642450617497312	0	0	c	0	0.1810266172250922	0.3881107367169325	0.7300935697876294	0.5188261319228971	2	d	b	I	3	m	1	palat	0	белочный		13	белоч	cAlv	n
бергамот	125	autre	#б бе ер рг га ам мо от т#	-1.726263347551404	0	0	c	0					3	d	a	I	1	m	0	0	0	бергамотный		13	бергамот	cDent	n
век	137282	slave	#в ве ек к#	1.150012232596673	0	0	0	a	0.2997484860300268	0.3392871230101717	0.2576947206569475	0.3282868523726306	1	d	c	I	3	m	0	0	0	вековый		13	век	cVel	Ov
джерси	1555	autre	#д дж же ер рс си и#	-1.3163581845346344	p	0	c	0	0.5723978149078606	0.3085411786963122	0.2241102885453512	0.265134136486656	2	ad	0	other	0	n	0	0	ajout	джерсийский		13	джерсиj	cAlv	sk
инжир	347	autre	#и ин нж жи ир р#	-1.5223239149684145	0	0	c	0	0.2543829088962672	0.3733129969087201	0.7086871871915835	0.3698596564701565	2	d	a	I	1	m	0	0	0	инжирный		13	инжир	cDent	n
кокаин	1987	autre	#к ко ок ка аи ин н#	-0.8867256166529881	0	0	c	0	0.2748742115441103	0.3319651604628731	0.6677203416716105	0.3676175082249965	3	d	a	I	1	m	0	0	0	кокаинный		13	кокаин	cDent	n
крохобор	124	slave	#к кр ро ох хо об бо ор р#	-1.2027474254949968	0	h	0	0					3	d	a	I	1	m	0	0	0	крохоборский		13	крохобор	cDent	sk
меридиан	1495	autre	#м ме ер ри ид ди иа ан н#	-3.836710771549389	0	0	0	a	0.3052991023344419	0.1646225042289588	0.3933419040210892	0.4906057480676116	4	d	a	I	1	m	0	0	0	меридиановый		13	меридиан	cDent	Ov
метанол	629	autre	#м ме ет та ан но ол л#	-1.37690385595155	0	0	c	0	0.1514807640833873	0.2569377864940446	0.7228562253261467	0.4018113545640395	3	d	a	I	1	m	0	0	0	метаноловый		13	метанол	cDent	Ov
псалом	1954	autre	#п пс са ал ло ом м#	0.0456541581229175	0	0	c	0					2	d	b	I	1	m	1	0	0	псаломский		13	псалом	cLab	sk
решето	974	slave	#р ре еш ше ет то о#	0.5234242095495616	0	0	c	0	0.1835584082612212	0.3500522545950975	0.5310470872669806	0.3992994201881683	3	d	d	I	1	n	0	0	0	решетный		13	решет	cDent	n
спермацет	29	autre	#с сп пе ер рм ма ац це ет т#	-2.693278778309165	0	0	c	0					3	d	a	I	1	m	0	0	0	спермацетовый		13	спермацет	cDent	Ov
фаворит	10721	autre	#ф фа ав во ор ри ит т#	-2.522798229402416	0	h	0	0	0.2681143839619113	0.4265627742912061	0.2823202000286596	0.3430369080826191	3	d	a	I	1	m	0	0	0	фаворитный		13	фаворит	cDent	n
шеренга	2359	autre	#ш ше ер ре ен нг га а#	0.7848966766439225	0	0	c	0	0.1725890487981175	0.4125320899313575	0.4754587072021166	0.3506607856900402	3	ad	a	II	3	f	0	0	0	шеренговый		13	шеренг	cVel	Ov
баклажан	1266	autre	#б ба ак кл ла аж жа ан н#	-1.6597445666018142	0	0	c	0	0.2107716544491539	0.4636515533912282	0.7160060705189297	0.4488148408378089	3	d	a	I	1	m	0	0	0	баклажановый		12	баклажан	cDent	Ov
бочка	10740	slave	#б бо оч чк ка а#	3.66876831138397	0	0	c	0	0.2039517553256822	0.3814357878173511	0.625812524954305	0.4008134267376562	2	ad	a	II	3	f	1	palat	0	бочечный		12	бочеч	cAlv	n
желатин	543	autre	#ж же ел ла ат ти ин н#	-1.7476694514880418	0	0	c	0	0.1556643831108544	0.3776147095388967	0.6522847845952213	0.5303742539032064	3	d	a	I	1	m	0	0	0	желатинный		12	желатин	cDent	n
клир	581	autre	#к кл ли ир р#	-2.154412627539776	0	0	0	a	0.325284659126417	0.4615276964363767	0.356743108384149	0.467379500956414	1	d	a	I	1	m	0	0	0	клировый		12	клир	cDent	Ov
маслина	782	slave	#м ма ас сл ли ин на а#	0.3734062454868843	0	0	c	0	0.3210443061537442	0.4177217348649032	0.6949514366890013	0.4123856157897212	3	ad	a	II	1	f	0	0	0	маслинный		12	маслин	cDent	n
мейнстрим	358	autre	#м ме ей йн нс ст тр ри им м#	-2.805622770960988	0	0	0	a	0.2385590310833301	0.2933582029399936	0.3487732172145736	0.5615448044461673	2	d	a	I	1	m	0	0	0	мейнстримовый		12	мейнстрим	cLab	Ov
можжевельник	892	slave	#м мо ож жж же ев ве ел ль ьн ни ик к#	0.2520143006477177	0	0	c	0	0.2351133850389921	0.3899569175394101	0.6989709823796764	0.3186141098809321	4	ad	a	I	3	m	0	0	supp	можжевельный		12	можжевел	cDent	n
низ	5878	slave	#н ни из з#	0.5971305553718603	0	0	c	0	0.2065617040745856	0.2021423257209177	0.405605587820482	0.3032502525730082	1	d	c	I	1	m	0	0	0	низовый		12	низ	cDent	Ov
обсидиан	55	autre	#о об бс си ид ди иа ан н#	-0.8402205937144408	0	0	c	0	0.2556604944798343	0.3646246448801509	0.6023390030168727	0.3627510757365676	4	d	a	I	1	m	0	0	0	обсидиановый		12	обсидиан	cDent	Ov
прасол	404	slave	#п пр ра ас со ол л#	1.67825732654956	0	h	0	0	0.3033166665406873	0.4129526688749426	0.3030015435369237	0.2293747112192666	2	ad	a	I	1	m	0	mouil	0	прасольский		12	прасол	cDent	sk
тапер	337	autre	#т та ап пе ер р#	-2.3515107731048026	p	0	0	0					2	d	a	I	1	m	0	0	0	таперский		12	тапер	cDent	sk
хомут	1885	slave	#х хо ом му ут т#	-0.937955622445726	0	0	c	0	0.1621502031864075	0.3746325926487731	0.5866794987067548	0.4266999513350063	2	d	b	I	1	m	0	0	0	хомутный		12	хомут	cDent	n
шпинат	635	autre	#ш шп пи ин на ат т#	-1.6789114653778097	0	0	c	0	0.2029717876657591	0.4479477868193669	0.6953679612979424	0.4590822193425053	2	d	a	I	1	m	0	0	0	шпинатный		12	шпинат	cDent	n
аксамит	35	autre	#а ак кс са ам ми ит т#	-3.474627250519901	0	0	c	0					3	d	a	I	1	m	0	0	0	аксамитный		11	аксамит	cDent	n
арфа	1731	autre	#а ар рф фа а#	-0.2017854698463601	0	0	c	0	0.2448979278827061	0.3136330101427075	0.6696157901338797	0.4243300330063043	2	ad	a	II	1	f	0	0	0	арфовый		11	арф	cLab	Ov
аспид	518	autre	#а ас сп пи ид д#	-1.0847889603688432	0	h	0	0	0.2644848651101311	0.5239366847439653	0.373296823490446	0.283600590244468	2	d	a	I	1	m	0	0	0	аспидский		11	аспид	cDent	sk
боржоми	815	autre	#б бо ор рж жо ом ми и#	-0.8800340649640991	p	0	0	0	0.6430486311580632	0.3023254736797399	0.355842374608842	0.1815371551856924	3	ad	0	I	0	f	0	mouil	supp	боржомный		11	боржом	cLab	n
гаолян	123	autre	#г га ао ол ля ян н#	-0.5258982090015841	0	0	c	0					3	d	a	I	1	m	0	0	0	гаоляновый		11	гаолян	cDent	Ov
глазурь	544	autre	#г гл ла аз зу ур рь ь#	-0.2921032885721054	0	0	c	0	0.1809648649197209	0.3136986157543077	0.6115557623644744	0.4763584037565556	2	d	a	III	8	f	0	mouil	0	глазурный		11	глазур	cDent	n
глас	5614	slave	#г гл ла ас с#	-0.3216646322653124	0	0	0	a	0.3106294860728378	0.3775623981735564	0.3815626189933448	0.4130891983518846	1	d	a	I	1	m	0	0	0	гласовый		11	глас	cDent	Ov
гудрон	178	autre	#г гу уд др ро он н#	-1.4708286785872646	0	0	c	0	0.1966975642924681	0.271578210880641	0.6498454489967016	0.4389384826331239	2	d	a	I	1	m	0	0	0	гудроновый		11	гудрон	cDent	Ov
гусляр	389	slave	#г гу ус сл ля яр р#	-0.7577729947541629	0	h	0	0	0.3333010378056688	0.5014311931280316	0.4140721110461094	0.4216459977773992	2	d	c	I	1	m	0	0	0	гуслярный		11	гусляр	cDent	n
деготь	2102	slave	#д де ег го от ть ь#	-0.5651614419025085	0	0	c	0	0.1931724529377492	0.3539966379567983	0.5590485145081835	0.3927726874532677	2	ad	a	I	2	m	1	0	0	дегтевой		11	дегт	cDent	Ov
климакс	324	autre	#к кл ли им ма ак кс с#	-2.743195020940394	0	0	0	a	0.1555211580169394	0.3157514776919968	0.3310032735462799	0.39165352025652	2	ad	a	I	1	m	0	0	0	климаксный		11	климакс	cDent	n
купорос	521	autre	#к ку уп по ор ро ос с#	-0.3042913468583458	0	0	c	0	0.1836499315016921	0.2535347438393522	0.5667559563388599	0.3248261556968493	3	d	a	I	1	m	0	0	0	купоросовый		11	купорос	cDent	Ov
лидер	101916	autre	#л ли ид де ер р#	-2.9105917864919983	0	h	0	0	0.2511685822813621	0.4593745580024261	0.2438627471510512	0.34288298708099	2	ad	a	I	1	m	0	0	0	лидерный		11	лидер	cDent	n
люк	6655	autre	#л лю юк к#	0.3790410822105848	0	0	c	0	0.1967031348366473	0.3500766442863232	0.5947153638855494	0.3578755280506656	1	d	a	I	3	m	0	0	0	люковой		11	люк	cVel	Ov
меридиан	1495	autre	#м ме ер ри ид ди иа ан н#	-3.836710771549389	0	0	0	a	0.3052991023344419	0.1646225042289588	0.3933419040210892	0.4906057480676116	4	d	a	I	1	m	0	0	0	меридианный		11	меридиан	cDent	n
миндаль	1100	autre	#м ми ин нд да ал ль ь#	-2.8185874776873763	0	0	c	0	0.2158922177735385	0.3538069999028948	0.6745762359673032	0.4627668419434717	2	d	b	I	2	m	0	0	0	миндалевый		11	миндал	cDent	Ov
пансион	1555	autre	#п па ан нс си ио он н#	-1.3332910211931477	0	0	0	0					3	d	a	I	1	m	0	0	0	пансионный		11	пансион	cDent	n
паразит	3040	autre	#п па ар ра аз зи ит т#	-1.2450605747201318	0	h	0	0	0.183247110991196	0.5445804088734968	0.5747578460530358	0.4420330005024343	3	d	a	I	1	m	0	0	0	паразитский		11	паразит	cDent	sk
пирит	111	autre	#п пи ир ри ит т#	-1.2580951069718371	0	0	c	0	0.2540425656877347	0.2923859057085929	0.7084190099334702	0.3818171358491515	2	d	a	I	1	m	0	0	0	пиритовый		11	пирит	cDent	Ov
плечо	84281	slave	#п пл ле еч чо о#	2.4359355694479468	0	0	c	0	0.1762573022135209	0.3222364375122823	0.660038771313615	0.3872011615027285	2	d	f	I	4	n	0	0	0	плечной		11	плеч	cAlv	n
ром	6561	autre	#р ро ом м#	-0.4547122784429337	0	h	c	0	0.2699044836308693	0.3895763244119767	0.5724100884481205	0.3628052127353608	1	ad	a	I	1	m	0	0	0	ромский		11	ром	cLab	sk
сапер	2840	autre	#с са ап пе ер р#	-1.4288698000318685	0	h	0	0	0.3063119673776716	0.5012888501188442	0.5145068950185854	0.3480250870692709	2	d	a	I	1	m	0	0	0	саперский		11	сапер	cDent	sk
скоморох	1074	slave	#с ск ко ом мо ор ро ох х#	-0.5287879265640865	0	h	0	0	0.3255276810761501	0.5298555483915367	0.4288527244846675	0.4360213161812979	3	d	a	I	3	m	0	palat	0	скоморошный		11	скоморош	cAlv	n
счет	170196	slave	#с сч че ет т#	-0.3602235128690454	0	0	0	a	0.1336208644277762	0.2633790822585431	0.3211472329835741	0.4288999260205753	1	d	a	I	1	m	0	0	0	счетовый		11	счет	cDent	Ov
фрегат	3550	autre	#ф фр ре ег га ат т#	-2.3457239261268734	0	0	c	0	0.4688292240551515	0.4230888105349413	0.7305783268822266	0.3997040736468502	2	d	a	I	1	m	0	0	0	фрегатский		11	фрегат	cDent	sk
хлебороб	554	slave	#х хл ле еб бо ор ро об б#	0.3910413429791397	0	h	0	0	0.2742355172388356	0.4887805251224599	0.3490803285247341	0.3141947727363468	3	d	a	I	1	m	0	0	0	хлеборобный		11	хлебороб	cLab	n
цианид	111	autre	#ц ци иа ан ни ид д#	-1.1337554156325491	0	0	c	0	0.2172923175678554	0.2685645592024439	0.6367567780026386	0.3370438514108478	3	d	a	I	1	m	0	0	0	цианидный		11	цианид	cDent	n
шлюз	1376	autre	#ш шл лю юз з#	-0.1159827721292765	0	0	c	0	0.323241579533754	0.2632578215144851	0.5448683098553218	0.3677277209530801	1	d	a	I	1	m	0	0	0	шлюзный		11	шлюз	cDent	n
банкрот	2974	autre	#б ба ан нк кр ро от т#	-1.283546773911325	0	h	0	0	0.235204907513248	0.362005535145841	0.2632147712595912	0.3483860446681142	2	d	a	I	1	m	0	0	0	банкротский		10	банкрот	cDent	sk
десант	3756	autre	#д де ес са ан нт т#	-2.282149656635988	0	0	0	a	0.40301868212295	0.4221490322967247	0.5333110232716335	0.5217188275053977	2	d	a	I	1	m	0	0	0	десантский		10	десант	cDent	sk
дикобраз	245	slave	#д ди ик ко об бр ра аз з#	-1.1088985131978486	0	h	0	0	0.2570939803588917	0.616785315558369	0.4210963765481955	0.2815079569149542	3	d	a	I	1	m	0	0	0	дикобразовый		10	дикобраз	cDent	Ov
коллектив	32239	autre	#к ко ол лл ле ек кт ти ив в#	-1.8117148139476784	0	0	0	a	0.1924059598297664	0.3071949351479563	0.4106316704102625	0.344073659666506	3	d	a	I	1	m	0	0	0	коллективский		10	коллектив	cLab	sk
конвой	4867	autre	#к ко он нв во ой й#	-1.2666053757065303	0	0	c	0	0.3979217478399233	0.4387256390476078	0.5700255224161178	0.4289669919865584	2	d	a	I	6	m	0	0	0	конвойский		10	конвоj	cAlv	sk
кроссворд	794	autre	#к кр ро ос сс св во ор рд д#	-0.6939331216360636	0	0	c	0	0.1638529476677377	0.2295934504267543	0.3894648701644508	0.3729543592900484	2	d	a	I	1	m	0	0	0	кроссвордный		10	кроссворд	cDent	n
магнолия	499	autre	#м ма аг гн но ол ли ия я#	-3.350028804790425	0	0	c	0	0.2574110391330388	0.3932421533125373	0.6605055659027664	0.2986631732383084	4	aad	a	II	7	f	0	0	0	магнолиевый		10	магнолиj	cAlv	Ov
мандарин	1617	autre	#м ма ан нд да ар ри ин н#	-4.189384266483898	0	0	c	0	0.3865817078948254	0.3782416854881034	0.5529306222686712	0.3243716584718936	3	d	a	I	1	m	0	0	0	мандаринный		10	мандарин	cDent	n
минтай	436	autre	#м ми ин нт та ай й#	-2.7088495157620183	0	h	0	0	0.2844997630921003	0.6822933707549425	0.5272166152082648	0.3453830189416592	2	d	a	I	6	m	0	0	0	минтаевый		10	минтаj	cAlv	Ov
музей	52534	autre	#м му уз зе ей й#	-0.6705267775262816	0	0	c	0	0.298421016872616	0.2289993111822294	0.5334231335835822	0.3953115718520514	2	d	a	I	6	m	0	0	0	музейский		10	музеj	cAlv	sk
обсерватория	2794	autre	#о об бс се ер рв ва ат то ор ри ия я#	-3.68111754077896	0	0	c	0	0.3404917888263264	0.216346479701197	0.458834540947926	0.2508970057548244	6	aad	a	II	7	f	0	mouil	supp	обсерваторский		10	обсерватор	cDent	sk
пальма	6385	autre	#п па ал ль ьм ма а#	1.1883578206209728	0	0	c	0	0.2679591287853485	0.3637976122286249	0.5882001923930886	0.2994790880862445	2	ad	a	II	1	f	0	0	0	пальмский		10	пальм	cLab	sk
парилка	470	autre	#п па ар ри ил лк ка а#	2.3860680236688903	0	0	c	0	0.1807699074965364	0.2622593462301282	0.4843258942442617	0.3433175770747128	3	ad	a	II	3	f	1	mouil	supp	парильный		10	парил	cDent	n
пасьянс	887	autre	#п па ас сь ья ян нс с#	1.0207970525349546	0	0	0	a	0.1687711572096667	0.2220034913170099	0.3825199298861906	0.3374212186571023	2	d	a	I	1	m	0	0	0	пасьянсный		10	пасьянс	cDent	n
паутина	4654	slave	#п па ау ут ти ин на а#	1.809647396213176	0	0	c	0	0.1840779536056038	0.3561561299807015	0.4496990444958491	0.397147813796295	4	ad	a	II	1	f	0	0	0	паутиновый		10	паутин	cDent	Ov
пирит	111	autre	#п пи ир ри ит т#	-1.2580951069718371	0	0	c	0	0.2540425656877347	0.2923859057085929	0.7084190099334702	0.3818171358491515	2	d	a	I	1	m	0	0	0	пиритный		10	пирит	cDent	n
смесь	15088	slave	#с см ме ес сь ь#	0.731559509195764	0	0	c	a	0.1076659155014165	0.2811408258354562	0.5708377465716132	0.4379518409444333	1	d	a	III	8	f	0	0	0	смесевой		10	смес	cDent	Ov
срез	1664	slave	#с ср ре ез з#	0.393266470511539	0	0	c	a	0.1381292120196299	0.2631357197605292	0.5091587653765297	0.4302609565840614	1	d	a	I	1	m	0	0	0	срезовый		10	срез	cDent	Ov
фасоль	1180	autre	#ф фа ас со ол ль ь#	-0.940125002081052	0	0	c	0	0.2308517077845736	0.4277755900753812	0.7180210372502076	0.4730745747468617	2	d	a	III	8	f	0	0	0	фасольный		10	фасол	cDent	n
хардкор	152	autre	#х ха ар рд дк ко ор р#	-2.3900938156152205	0	0	0	a	0.3144697198332754	0.3462296861562445	0.3986494058963899	0.6909437744572253	2	d	a	I	1	m	0	0	0	хардкорный		10	хардкор	cDent	n
хлам	3018	autre	#х хл ла ам м#	-0.695922886145793	0	0	c	0	0.143172841735787	0.2696395797119698	0.495013680763971	0.4522275215258065	1	d	a	I	1	m	0	0	0	хламной		10	хлам	cLab	n
шуруп	781	autre	#ш шу ур ру уп п#	-0.0187370969218827	0	0	c	0	0.1231330276433893	0.3295586522810975	0.6869713845675712	0.4857179172378581	2	d	a	I	1	m	0	0	0	шурупский		10	шуруп	cLab	sk
ювелир	2009	autre	#ю юв ве ел ли ир р#	-1.427216222983054	0	h	0	0	0.3052325611910254	0.5665437761540325	0.4631443417069274	0.3712131955267173	3	d	a	I	1	m	0	0	0	ювелирской		10	ювелир	cDent	sk
алкаш	1255	autre	#а ал лк ка аш ш#	0.0091253852580703	0	h	0	0	0.2354021511295715	0.5181144094417595	0.4520815810599741	0.4006303579607564	2	d	b	I	4	m	0	0	0	алкашный		9	алкаш	cAlv	n
